id_evento,ciudad,estado,tipo_evento,fecha_hora_programada,fecha_hora_real,minutos_de_detencion,tem_max_C,tem_min_C,tem_C,rocio_C,humedad_pct,precip_mm,prob_precip_pct,cob_precip_pct,tipo_precip,nieve_mm,prof_nieve_mm,dir_viento_gr,nubosidad_pct,visibilidad_km,riesgo_severo,condiciones,ciudad_origen,ciudad_destino,distancia_tipica_millas,distancia_km,tarifa_base_milla_eur,tasa_de_recargo_combustible,dias_de_transito_tipicos,nombre_cliente,tipo_cliente,tipo_carga_principal,ingreso_eur,fecha_despacho,distancia_real_millas,distancia_viaje,duracion_real_horas,galones_combustible_usados,mpg_promedio,horas_de_ralenti_RPM,fecha_carga,tipo_carga,peso_lbs,peso_kg,eur_carga,recargo_combustible,cargos_accesorios,estado_carga,tipo_reserva,fecha_compra,ciudad_ben,galones,precio_por_galon,costo_total_eur,fecha_incidente,tipo_incidente,ciudad_incidente,indicador_de_falla,indicador_de_lesion,monto_reclamacion_eur,indicador_prevenible,nivel,causa
EVT00125767,Houston,TX,Recogida,"2024-03-19 06:00:00","2024-03-19 04:27:37",144,17,9,14,32,40,0,0,0,Nada,0,0,73,28,10,10.0,"Parcialmente nublado",Houston,Portland,2108,3393,2,0,3,"XYZ Wholesale",Contrato,General,4055795,"2024-03-19 00:00:00",2077,3343,37,361,6,5,"2024-03-19 00:00:00",Refrigerado,28418,12890,4359,590,0,Completed,Contrato,2024-03-21,Memphis,145,4,474,2024-03-20,"Fallo mecánico o exceso horas permitidas","Las Vegas",0,0,12721,0,Leve,"Otro conductor"
EVT00125768,Portland,OR,Entrega,"2024-03-20 16:57:38","2024-03-20 15:25:35",234,14,9,11,43,71,0,0,0,Nada,0,0,160,98,10,0.0,Nublado,Houston,Portland,2108,3393,2,0,3,"XYZ Wholesale",Contrato,General,4055795,"2024-03-19 00:00:00",2077,3343,37,361,6,5,"2024-03-19 00:00:00",Refrigerado,28418,12890,4359,590,0,Completed,Contrato,2024-03-20,Columbus,55,4,168,2024-03-20,"Fallo mecánico o exceso horas permitidas","Las Vegas",0,0,12721,0,Leve,"Otro conductor"
EVT00125768,Portland,OR,Entrega,"2024-03-20 16:57:38","2024-03-20 15:25:35",234,14,9,11,43,71,0,0,0,Nada,0,0,160,98,10,0.0,Nublado,Houston,Portland,2108,3393,2,0,3,"XYZ Wholesale",Contrato,General,4055795,"2024-03-19 00:00:00",2077,3343,37,361,6,5,"2024-03-19 00:00:00",Refrigerado,28418,12890,4359,590,0,Completed,Contrato,2024-03-20,Philadelphia,176,3,503,2024-03-20,"Fallo mecánico o exceso horas permitidas","Las Vegas",0,0,12721,0,Leve,"Otro conductor"
EVT00125768,Portland,OR,Entrega,"2024-03-20 16:57:38","2024-03-20 15:25:35",234,14,9,11,43,71,0,0,0,Nada,0,0,160,98,10,0.0,Nublado,Houston,Portland,2108,3393,2,0,3,"XYZ Wholesale",Contrato,General,4055795,"2024-03-19 00:00:00",2077,3343,37,361,6,5,"2024-03-19 00:00:00",Refrigerado,28418,12890,4359,590,0,Completed,Contrato,2024-03-19,"New York",175,3,490,2024-03-20,"Fallo mecánico o exceso horas permitidas","Las Vegas",0,0,12721,0,Leve,"Otro conductor"
EVT00125768,Portland,OR,Entrega,"2024-03-20 16:57:38","2024-03-20 15:25:35",234,14,9,11,43,71,0,0,0,Nada,0,0,160,98,10,0.0,Nublado,Houston,Portland,2108,3393,2,0,3,"XYZ Wholesale",Contrato,General,4055795,"2024-03-19 00:00:00",2077,3343,37,361,6,5,"2024-03-19 00:00:00",Refrigerado,28418,12890,4359,590,0,Completed,Contrato,2024-03-21,Memphis,145,4,474,2024-03-20,"Fallo mecánico o exceso horas permitidas","Las Vegas",0,0,12721,0,Leve,"Otro conductor"
EVT00008721,Houston,TX,Recogida,"2022-02-25 06:00:00","2022-02-25 05:09:12",36,6,3,4,35,82,0,100,17,lluvia,0,0,8,100,8,0.0,"Lluvia, nublado",Houston,Portland,2108,3393,2,0,3,"First Group",Puntual,Automotriz,2938611,"2022-02-25 00:00:00",2205,3549,35,382,6,7,"2022-02-25 00:00:00",Seco,38532,17478,3858,590,50,Completed,Puntual,2022-02-26,Detroit,57,3,165,2022-02-27,"Daño de equipo","Oklahoma City",0,1,0,0,Leve,Clima
EVT00008721,Houston,TX,Recogida,"2022-02-25 06:00:00","2022-02-25 05:09:12",36,6,3,4,35,82,0,100,17,lluvia,0,0,8,100,8,0.0,"Lluvia, nublado",Houston,Portland,2108,3393,2,0,3,"First Group",Puntual,Automotriz,2938611,"2022-02-25 00:00:00",2205,3549,35,382,6,7,"2022-02-25 00:00:00",Seco,38532,17478,3858,590,50,Completed,Puntual,2022-02-26,"Las Vegas",90,4,328,2022-02-27,"Daño de equipo","Oklahoma City",0,1,0,0,Leve,Clima
EVT00008721,Houston,TX,Recogida,"2022-02-25 06:00:00","2022-02-25 05:09:12",36,6,3,4,35,82,0,100,17,lluvia,0,0,8,100,8,0.0,"Lluvia, nublado",Houston,Portland,2108,3393,2,0,3,"First Group",Puntual,Automotriz,2938611,"2022-02-25 00:00:00",2205,3549,35,382,6,7,"2022-02-25 00:00:00",Seco,38532,17478,3858,590,50,Completed,Puntual,2022-02-26,Phoenix,110,5,438,2022-02-27,"Daño de equipo","Oklahoma City",0,1,0,0,Leve,Clima
EVT00008722,Portland,OR,Entrega,"2022-02-26 16:21:12","2022-02-26 20:15:13",52,6,1,4,26,60,0,100,38,lluvia,0,0,110,68,10,0.0,"Lluvia, parcialmente nublado",Houston,Portland,2108,3393,2,0,3,"First Group",Puntual,Automotriz,2938611,"2022-02-25 00:00:00",2205,3549,35,382,6,7,"2022-02-25 00:00:00",Seco,38532,17478,3858,590,50,Completed,Puntual,2022-02-26,Detroit,57,3,165,2022-02-27,"Daño de equipo","Oklahoma City",0,1,0,0,Leve,Clima
EVT00008722,Portland,OR,Entrega,"2022-02-26 16:21:12","2022-02-26 20:15:13",52,6,1,4,26,60,0,100,38,lluvia,0,0,110,68,10,0.0,"Lluvia, parcialmente nublado",Houston,Portland,2108,3393,2,0,3,"First Group",Puntual,Automotriz,2938611,"2022-02-25 00:00:00",2205,3549,35,382,6,7,"2022-02-25 00:00:00",Seco,38532,17478,3858,590,50,Completed,Puntual,2022-02-26,"Las Vegas",90,4,328,2022-02-27,"Daño de equipo","Oklahoma City",0,1,0,0,Leve,Clima
EVT00008722,Portland,OR,Entrega,"2022-02-26 16:21:12","2022-02-26 20:15:13",52,6,1,4,26,60,0,100,38,lluvia,0,0,110,68,10,0.0,"Lluvia, parcialmente nublado",Houston,Portland,2108,3393,2,0,3,"First Group",Puntual,Automotriz,2938611,"2022-02-25 00:00:00",2205,3549,35,382,6,7,"2022-02-25 00:00:00",Seco,38532,17478,3858,590,50,Completed,Puntual,2022-02-26,Phoenix,110,5,438,2022-02-27,"Daño de equipo","Oklahoma City",0,1,0,0,Leve,Clima
EVT00144658,Portland,OR,Entrega,"2024-07-19 15:15:22","2024-07-19 16:27:38",40,32,16,24,55,53,0,0,0,Nada,0,0,316,10,10,0.0,Despejado,Columbus,Portland,2332,3753,2,0,4,"American Corp",Contrato,Alimentos/Bebidas,3359165,"2024-07-17 00:00:00",2363,3803,45,321,7,5,"2024-07-17 00:00:00",Seco,44478,20175,5896,793,0,Completed,Dedicado,2024-07-18,Seattle,189,4,620,2024-07-17,Accidente,Phoenix,0,0,13249,0,Moderado,Equipo
EVT00144658,Portland,OR,Entrega,"2024-07-19 15:15:22","2024-07-19 16:27:38",40,32,16,24,55,53,0,0,0,Nada,0,0,316,10,10,0.0,Despejado,Columbus,Portland,2332,3753,2,0,4,"American Corp",Contrato,Alimentos/Bebidas,3359165,"2024-07-17 00:00:00",2363,3803,45,321,7,5,"2024-07-17 00:00:00",Seco,44478,20175,5896,793,0,Completed,Dedicado,2024-07-18,Portland,153,3,438,2024-07-17,Accidente,Phoenix,0,0,13249,0,Moderado,Equipo
EVT00144658,Portland,OR,Entrega,"2024-07-19 15:15:22","2024-07-19 16:27:38",40,32,16,24,55,53,0,0,0,Nada,0,0,316,10,10,0.0,Despejado,Columbus,Portland,2332,3753,2,0,4,"American Corp",Contrato,Alimentos/Bebidas,3359165,"2024-07-17 00:00:00",2363,3803,45,321,7,5,"2024-07-17 00:00:00",Seco,44478,20175,5896,793,0,Completed,Dedicado,2024-07-17,"Salt Lake City",190,4,611,2024-07-17,Accidente,Phoenix,0,0,13249,0,Moderado,Equipo
EVT00086285,Miami,FL,Recogida,"2023-07-08 15:00:00","2023-07-08 14:14:14",0,35,25,29,75,74,0,100,21,lluvia,0,0,276,58,10,0.0,"Lluvia, parcialmente nublado",Miami,Dallas,1276,2054,2,0,2,"United Industries",Dedicado,Alimentos/Bebidas,2599769,"2023-07-08 00:00:00",1323,2129,26,215,6,8,"2023-07-08 00:00:00",Seco,21620,9807,2369,217,0,Completed,Dedicado,2023-07-09,Houston,128,4,448,2023-07-08,"Queja del cliente","Oklahoma City",0,1,19282,0,Moderado,Tráfico
EVT00137400,Portland,OR,Entrega,"2024-06-03 05:10:09","2024-06-03 08:07:07",73,18,13,15,47,65,0,100,46,lluvia,0,0,233,93,9,0.0,"Lluvia, nublado",Columbus,Portland,2332,3753,2,0,4,"Pacific Group",Contrato,Automotriz,3532645,"2024-06-01 00:00:00",2434,3917,45,420,6,3,"2024-06-01 00:00:00",Refrigerado,37173,16861,5931,793,0,Completed,Puntual,2024-06-01,Nashville,198,4,649,2024-06-03,"Daño de equipo",Detroit,0,0,28845,0,Grave,Equipo
EVT00137400,Portland,OR,Entrega,"2024-06-03 05:10:09","2024-06-03 08:07:07",73,18,13,15,47,65,0,100,46,lluvia,0,0,233,93,9,0.0,"Lluvia, nublado",Columbus,Portland,2332,3753,2,0,4,"Pacific Group",Contrato,Automotriz,3532645,"2024-06-01 00:00:00",2434,3917,45,420,6,3,"2024-06-01 00:00:00",Refrigerado,37173,16861,5931,793,0,Completed,Puntual,2024-06-03,Indianapolis,50,4,151,2024-06-03,"Daño de equipo",Detroit,0,0,28845,0,Grave,Equipo
EVT00045584,"Los Angeles",CA,Entrega,"2022-10-19 22:01:13","2022-10-20 03:05:26",123,31,20,25,48,37,0,0,0,Nada,0,0,216,0,10,0.0,Despejado,Chicago,"Los Angeles",2003,3224,2,0,3,"ABC Wholesale",Puntual,Electrónica,351821,"2022-10-18 00:00:00",2078,3344,35,282,7,5,"2022-10-18 00:00:00",Seco,23054,10457,4767,581,150,Completed,Contrato,NULL,NULL,NULL,NULL,NULL,2022-10-18,"Daño de equipo",Milwaukee,1,0,15530,1,Grave,Clima
EVT00086340,"Kansas City",MO,Entrega,"2023-07-09 16:59:33","2023-07-09 22:32:44",180,28,18,23,59,63,0,0,0,Nada,0,0,356,12,10,0.0,Despejado,Phoenix,"Kansas City",1204,1938,2,0,2,"ABC Foods",Puntual,Automotriz,3108071,"2023-07-08 00:00:00",1256,2021,25,206,6,3,"2023-07-08 00:00:00",Refrigerado,25743,11677,1905,229,50,Completed,Puntual,2023-07-09,Minneapolis,100,4,308,2023-07-08,Accidente,Atlanta,0,0,3827,1,Moderado,Tráfico
EVT00086340,"Kansas City",MO,Entrega,"2023-07-09 16:59:33","2023-07-09 22:32:44",180,28,18,23,59,63,0,0,0,Nada,0,0,356,12,10,0.0,Despejado,Phoenix,"Kansas City",1204,1938,2,0,2,"ABC Foods",Puntual,Automotriz,3108071,"2023-07-08 00:00:00",1256,2021,25,206,6,3,"2023-07-08 00:00:00",Refrigerado,25743,11677,1905,229,50,Completed,Puntual,2023-07-10,Charlotte,100,4,345,2023-07-08,Accidente,Atlanta,0,0,3827,1,Moderado,Tráfico
EVT00067120,Portland,OR,Entrega,"2023-03-08 13:33:54","2023-03-08 13:25:50",195,7,1,4,34,84,0,100,17,"rain,snow",0,0,108,91,8,0.0,"Nieve, lluvia, nublado",Columbus,Portland,2332,3753,2,0,4,"United Supply Chain",Contrato,Alimentos/Bebidas,4077015,"2023-03-06 00:00:00",2514,4046,50,429,6,12,"2023-03-06 00:00:00",Seco,44198,20048,5615,793,200,Completed,Puntual,2023-03-08,"Kansas City",132,4,455,2023-03-07,"Fallo mecánico o exceso horas permitidas",Chicago,1,0,2623,0,Moderado,Clima
EVT00067120,Portland,OR,Entrega,"2023-03-08 13:33:54","2023-03-08 13:25:50",195,7,1,4,34,84,0,100,17,"rain,snow",0,0,108,91,8,0.0,"Nieve, lluvia, nublado",Columbus,Portland,2332,3753,2,0,4,"United Supply Chain",Contrato,Alimentos/Bebidas,4077015,"2023-03-06 00:00:00",2514,4046,50,429,6,12,"2023-03-06 00:00:00",Seco,44198,20048,5615,793,200,Completed,Puntual,2023-03-08,Indianapolis,164,4,514,2023-03-07,"Fallo mecánico o exceso horas permitidas",Chicago,1,0,2623,0,Moderado,Clima
EVT00156867,"Kansas City",MO,Recogida,"2024-10-03 14:00:00","2024-10-03 14:30:08",165,33,17,24,52,46,0,0,0,Nada,0,0,181,0,10,10.0,Despejado,"Kansas City","Los Angeles",1557,2506,2,0,2,"Continental Manufacturing",Puntual,Alimentos/Bebidas,3228856,"2024-10-03 00:00:00",1629,2622,29,246,7,7,"2024-10-03 00:00:00",Seco,16481,7476,2742,296,150,Completed,Contrato,2024-10-05,Dallas,66,4,203,2024-10-05,"Queja del cliente","Salt Lake City",0,1,0,1,Grave,Equipo
EVT00156867,"Kansas City",MO,Recogida,"2024-10-03 14:00:00","2024-10-03 14:30:08",165,33,17,24,52,46,0,0,0,Nada,0,0,181,0,10,10.0,Despejado,"Kansas City","Los Angeles",1557,2506,2,0,2,"Continental Manufacturing",Puntual,Alimentos/Bebidas,3228856,"2024-10-03 00:00:00",1629,2622,29,246,7,7,"2024-10-03 00:00:00",Seco,16481,7476,2742,296,150,Completed,Contrato,2024-10-03,Indianapolis,181,3,527,2024-10-05,"Queja del cliente","Salt Lake City",0,1,0,1,Grave,Equipo
EVT00156867,"Kansas City",MO,Recogida,"2024-10-03 14:00:00","2024-10-03 14:30:08",165,33,17,24,52,46,0,0,0,Nada,0,0,181,0,10,10.0,Despejado,"Kansas City","Los Angeles",1557,2506,2,0,2,"Continental Manufacturing",Puntual,Alimentos/Bebidas,3228856,"2024-10-03 00:00:00",1629,2622,29,246,7,7,"2024-10-03 00:00:00",Seco,16481,7476,2742,296,150,Completed,Contrato,2024-10-05,Charlotte,126,4,398,2024-10-05,"Queja del cliente","Salt Lake City",0,1,0,1,Grave,Equipo
EVT00156867,"Kansas City",MO,Recogida,"2024-10-03 14:00:00","2024-10-03 14:30:08",165,33,17,24,52,46,0,0,0,Nada,0,0,181,0,10,10.0,Despejado,"Kansas City","Los Angeles",1557,2506,2,0,2,"Continental Manufacturing",Puntual,Alimentos/Bebidas,3228856,"2024-10-03 00:00:00",1629,2622,29,246,7,7,"2024-10-03 00:00:00",Seco,16481,7476,2742,296,150,Completed,Contrato,2024-10-04,Columbus,173,3,467,2024-10-05,"Queja del cliente","Salt Lake City",0,1,0,1,Grave,Equipo
EVT00156868,"Los Angeles",CA,Entrega,"2024-10-04 19:24:09","2024-10-04 22:50:51",165,30,18,23,61,70,0,0,0,Nada,0,0,136,22,7,10.0,"Parcialmente nublado","Kansas City","Los Angeles",1557,2506,2,0,2,"Continental Manufacturing",Puntual,Alimentos/Bebidas,3228856,"2024-10-03 00:00:00",1629,2622,29,246,7,7,"2024-10-03 00:00:00",Seco,16481,7476,2742,296,150,Completed,Contrato,2024-10-05,Dallas,66,4,203,2024-10-05,"Queja del cliente","Salt Lake City",0,1,0,1,Grave,Equipo
EVT00156868,"Los Angeles",CA,Entrega,"2024-10-04 19:24:09","2024-10-04 22:50:51",165,30,18,23,61,70,0,0,0,Nada,0,0,136,22,7,10.0,"Parcialmente nublado","Kansas City","Los Angeles",1557,2506,2,0,2,"Continental Manufacturing",Puntual,Alimentos/Bebidas,3228856,"2024-10-03 00:00:00",1629,2622,29,246,7,7,"2024-10-03 00:00:00",Seco,16481,7476,2742,296,150,Completed,Contrato,2024-10-03,Indianapolis,181,3,527,2024-10-05,"Queja del cliente","Salt Lake City",0,1,0,1,Grave,Equipo
EVT00156868,"Los Angeles",CA,Entrega,"2024-10-04 19:24:09","2024-10-04 22:50:51",165,30,18,23,61,70,0,0,0,Nada,0,0,136,22,7,10.0,"Parcialmente nublado","Kansas City","Los Angeles",1557,2506,2,0,2,"Continental Manufacturing",Puntual,Alimentos/Bebidas,3228856,"2024-10-03 00:00:00",1629,2622,29,246,7,7,"2024-10-03 00:00:00",Seco,16481,7476,2742,296,150,Completed,Contrato,2024-10-05,Charlotte,126,4,398,2024-10-05,"Queja del cliente","Salt Lake City",0,1,0,1,Grave,Equipo
EVT00156868,"Los Angeles",CA,Entrega,"2024-10-04 19:24:09","2024-10-04 22:50:51",165,30,18,23,61,70,0,0,0,Nada,0,0,136,22,7,10.0,"Parcialmente nublado","Kansas City","Los Angeles",1557,2506,2,0,2,"Continental Manufacturing",Puntual,Alimentos/Bebidas,3228856,"2024-10-03 00:00:00",1629,2622,29,246,7,7,"2024-10-03 00:00:00",Seco,16481,7476,2742,296,150,Completed,Contrato,2024-10-04,Columbus,173,3,467,2024-10-05,"Queja del cliente","Salt Lake City",0,1,0,1,Grave,Equipo
EVT00103375,"Kansas City",MO,Recogida,"2023-10-26 13:00:00","2023-10-26 15:50:39",56,25,19,21,65,82,0,100,21,lluvia,0,0,184,59,9,0.0,"Lluvia, parcialmente nublado","Kansas City",Miami,1429,2300,2,0,2,"Elite Retail",Contrato,"Bienes de consumo",2919286,"2023-10-26 00:00:00",1520,2446,27,265,6,7,"2023-10-26 00:00:00",Refrigerado,21438,9724,2873,357,50,Completed,Contrato,2023-10-26,Denver,187,4,611,2023-10-27,"Fallo mecánico o exceso horas permitidas",Miami,0,1,8250,1,Grave,Clima
EVT00103375,"Kansas City",MO,Recogida,"2023-10-26 13:00:00","2023-10-26 15:50:39",56,25,19,21,65,82,0,100,21,lluvia,0,0,184,59,9,0.0,"Lluvia, parcialmente nublado","Kansas City",Miami,1429,2300,2,0,2,"Elite Retail",Contrato,"Bienes de consumo",2919286,"2023-10-26 00:00:00",1520,2446,27,265,6,7,"2023-10-26 00:00:00",Refrigerado,21438,9724,2873,357,50,Completed,Contrato,2023-10-27,Nashville,140,4,524,2023-10-27,"Fallo mecánico o exceso horas permitidas",Miami,0,1,8250,1,Grave,Clima
EVT00103375,"Kansas City",MO,Recogida,"2023-10-26 13:00:00","2023-10-26 15:50:39",56,25,19,21,65,82,0,100,21,lluvia,0,0,184,59,9,0.0,"Lluvia, parcialmente nublado","Kansas City",Miami,1429,2300,2,0,2,"Elite Retail",Contrato,"Bienes de consumo",2919286,"2023-10-26 00:00:00",1520,2446,27,265,6,7,"2023-10-26 00:00:00",Refrigerado,21438,9724,2873,357,50,Completed,Contrato,2023-10-28,Detroit,134,4,455,2023-10-27,"Fallo mecánico o exceso horas permitidas",Miami,0,1,8250,1,Grave,Clima
EVT00103375,"Kansas City",MO,Recogida,"2023-10-26 13:00:00","2023-10-26 15:50:39",56,25,19,21,65,82,0,100,21,lluvia,0,0,184,59,9,0.0,"Lluvia, parcialmente nublado","Kansas City",Miami,1429,2300,2,0,2,"Elite Retail",Contrato,"Bienes de consumo",2919286,"2023-10-26 00:00:00",1520,2446,27,265,6,7,"2023-10-26 00:00:00",Refrigerado,21438,9724,2873,357,50,Completed,Contrato,2023-10-28,Charlotte,60,4,198,2023-10-27,"Fallo mecánico o exceso horas permitidas",Miami,0,1,8250,1,Grave,Clima
EVT00103376,Miami,FL,Entrega,"2023-10-27 19:14:39","2023-10-27 23:21:51",198,29,25,27,67,62,0,100,13,lluvia,0,0,60,64,10,0.0,"Lluvia, parcialmente nublado","Kansas City",Miami,1429,2300,2,0,2,"Elite Retail",Contrato,"Bienes de consumo",2919286,"2023-10-26 00:00:00",1520,2446,27,265,6,7,"2023-10-26 00:00:00",Refrigerado,21438,9724,2873,357,50,Completed,Contrato,2023-10-26,Denver,187,4,611,2023-10-27,"Fallo mecánico o exceso horas permitidas",Miami,0,1,8250,1,Grave,Clima
EVT00103376,Miami,FL,Entrega,"2023-10-27 19:14:39","2023-10-27 23:21:51",198,29,25,27,67,62,0,100,13,lluvia,0,0,60,64,10,0.0,"Lluvia, parcialmente nublado","Kansas City",Miami,1429,2300,2,0,2,"Elite Retail",Contrato,"Bienes de consumo",2919286,"2023-10-26 00:00:00",1520,2446,27,265,6,7,"2023-10-26 00:00:00",Refrigerado,21438,9724,2873,357,50,Completed,Contrato,2023-10-27,Nashville,140,4,524,2023-10-27,"Fallo mecánico o exceso horas permitidas",Miami,0,1,8250,1,Grave,Clima
